text,target
['N/A'],1
['A police officer was killed and three others were injured in a shooting perpetuated by a colleague.' '' 'The shooting took place on Sunday morning at Ngarama Police Station in Gatsibo District.' '' 'According to Rwanda National Police (RNP) the alleged culprit was later shot by his colleagues to stop the rampage. ' '' 'He was left injured and is currently undergoing treatment. ' '' 'Speaking to The New Times RNP spokesperson Assistant Commissioner of Police Celestin Twahirwa confirmed the incident and said the injured including the alleged shooter have been transferred to Rwanda Military Hospital.' '' '“It happened early morning at around 4am today a police constable shot four fellow officers and one died instantly” Twahirwa said.' '' 'The culprit and the victims were first referred to Ngarama Hospital in Gatsibo District from where they were transferred to the military hospital.' '' 'Twahirwa said that investigations are currently underway to determine what could have triggered the unfortunate incident.' ''],1
['N/A'],1
['The Rwanda Defence Forces (RDF) has condemned the shooting dead of four people by a soldier at a night club. Seven others were injured.' '' 'The incident took place on Sunday at around 4am at Hunters Sport a night club in Gisuma Cell Byumba Sector in Gicumbi District according to Police.' '' 'The suspect was identified as Private Théogene Munyembabazi.' '' '“RDF deeply regrets and strongly condemns the killing and injuring of innocent people that occurred in Gicumbi District Northern Province” a statement released by the RDF yesterday reads in part.' '' 'The press release signed by Major René Ngendahimana the Deputy Defence and Military Spokesperson adds that the criminal act violated RDF’s well “known ethos and discipline.”' '' '“The Military Prosecution has immediately started investigating the case. Once investigations are concluded the suspect who is under arrest will be prosecuted” the statement adds.' '' '“The RDF extends its heartfelt condolences to the aggrieved families and friends of those killed and injured during the unfortunate incident”.' '' 'How it happened' '' 'Sources say it all started when the suspect wanted to dance with a girl Flavia Kayitesi who was in the company of her boyfriend but she refused prompting the suspect to slap her.' '' 'Kayitesi’s boyfriend intervened and fought the soldier thereby escalating the conflict.' '' 'Revellers combined efforts and  threw the soldier out but the latter returned to his camp and came back armed with a gun which he used to shoot indiscriminately  into the crowd killing four including Kayitesi and injuring seven others.' '' ' The others who died were identified as Emile Nsengiyumva Placide Niyigena and Assouman Murangira.' '' 'Superintendent Emmanuel Hitayezu the Northern Province Regional Police Spokesperson said the suspect arrived at the night club already drunk and continued drinking through the night.' '' 'Hitayezu urged owners of night clubs and other public places to put in place adequate security and have both accessible entry and exit points to facilitate escape in case of danger.' '' 'Gicumbi District mayor Alexandre Mvuyekure during a security meeting he convened on Sunday morning urged local residents to share information in a timely manner adding that the incident could have been avoided had security organs been informed on time.' '' 'The injured were rushed to Kigali Central Teaching Hospital but efforts to know their condition were futile by press time.'],1
['N/A'],1
['N/A'],1
"['A grenade attack on the streets of Kigali the capital of Rwanda on Wednesday night injured at least seven according to police just hours after President Paul Kagame was declared winner of the top job in the country. Bystanders saw two children wounded and one woman who lost an eye adding that the number of injured was at least 20.' '' ""Police say the grendade was thrown near Kigali's main bus station."" '' 'The election was highly criticised for lack of real opposition as the three candidates against Kagame had given their votes to the president in the last election.' '' 'The Commonweath election observers said that the campaign was marked by ""a lack of critical opposition votes.""' '' 'The lead-up to the vote was marked by arrests and killings as members of opposition parties which were not allowed to register were not involved in the actual elections.']",1
['KIGALI (Reuters) - Two synchronised grenade blasts injured 16 people in the Rwandan capital and a third unrelated explosion killed one person in the west of the country police said on Friday.' '' 'The explosions in Kigali happened within 10 minutes of each other in early evening on Thursday a day after President Paul Kagame sought to quell fears of instability in the central African country which has tight security after a genocide 16 years ago.' '' 'They took place a fortnight after two people died in a similar attack.' '' '“We are still investigating to know if they are coordinated or not and who are the real attackers. We are yet to know if it was the same (people)” police spokesman Eric Kayiranga told Reuters by telephone.' '' 'The third grenade exploded in western Rwanda near the resort town of Gisenyi on Thursday evening and killed one person but police said it was an accident and unrelated to events in Kigali.' '' 'Authorities blamed the previous attacks on former army chief Faustin Kayumba Nyamwasa who last week resigned as Rwanda’s ambassador to India and fled into exile in South Africa. He denies the allegations.' '' 'The grenade attacks may tarnish Rwanda’s stable and secure image which has made it a popular destination for highland gorilla tracking in recent years and made its tourism sector the largest foreign exchange earner.' '' 'Kagame a former rebel leader who fought alongside Kayumba to end the genocide in 1994 is widely expected to secure a second seven-year term in a presidential election scheduled for August.' '' 'His hands-on style and well-publicised fight against graft has attracted total investment totalling $1.1 billion in 2009 with slightly less than half being foreign direct investments.' '' 'Critics call Kagame authoritarian and say his ruling Rwandan Patriotic Front (RPF) is intolerant of dissent. Three men were arrested in connection with the triple grenade attack in February.' '' 'Kagame has completely rebuilt Africa’s most densely populated country since the slaughter of 800000 Tutsis and moderate Hutus. He has also installed stringent security in a country where killers and survivors continue to live side by side.'],1
['KIGALI (Reuters) - A grenade attack killed two people and wounded at least 28 in Rwanda’s capital Kigali during the Friday evening rush hour the police said Saturday.' '' 'Police spokesman Theos Badege said four people had been arrested in connection with the blast and investigations were underway. No details of the suspects were given.' '' 'The grenade exploded near a busy bus terminal in Giporoso Remera a suburb of Kigali.' '' 'Badege said the police cannot at the moment figure out the motive of those who threw the grenade but were not ruling out that the attack was designed to cause instability.' '' '“So far two people are dead and among the 28 who sustained injuries 10 are critically injured and hospitalized” Badege told Reuters.' '' '“This particular type was a hand grenade. It went off at around 7 p.m. Kigali time at Giporoso near the bus park.' '' '“It could be an isolated incident but we can’t say it was by accident because someone was definitely moving with this grenade. A mini bus was also party damaged” he said.' '' 'Kigali was hit by a string of grenade attacks last year which the government has blamed on two high-ranking officers now in exile.' '' 'One of the exiles -- Lieutenant-General Faustin Kayumba Nyamwasa a former chief of staff and ambassador to India -- denied the allegations last year.' '' 'He said the Rwandan authorities had staged grenade attacks and then accused him of being behind them.' '' 'Nyamwasa now lives in South Africa. He was shot and wounded last June in an attack his wife blamed on Rwanda a charge labeled as “preposterous” by Kigali.' '' 'Many grenades were left over from lengthy conflicts in the Great Lakes region and are sometimes used to settle scores.' '' 'While there has generally been little crime in recent years in the central African country -- where 800000 were killed in 100 days in the 1994 genocide -- there are occasional bombings.'],1
['A Rwandan Police officer killed a colleague injured three others when a suspected dispute ended in a shootout on Sunday.' '' 'The incident happened 4:00 a.m. at Ngarama Police Station Gatsibo district in eastern Rwanda.' '' 'After shooting his colleagues Richard Kabandize was himself shot and injured to contain him police spokesperson Chief Superintendent of Police (CSP) Celestin Twahirwa told local media.' '' 'Twahirwa said the injured officers were admitted at Kanombe Military Hospital in Kigali.' '' 'Investigations continue to establish the cause of the incident according to police.' '' 'Kabandize had recently reportedly showed unusual behaviors.'],1
['N/A'],1
"[""The police has confirmed that all those who were critically injured in last week's road accident in Gatsibo that claimed 15 lives are now in a stable condition. Some remain in Kiziguro and King Faisal hospitals for treatment."" '' '15 people died and 24 people were injured in the accident when a Toyota coaster from Excel transport company collided with a minibus in Kiziguro on the road between Nyagatare and Kayonza last Tuesday. Half of the injured were judged in serious condition and airlifted to King Faisal Hospital while another dozen were taken to Kiziguro hospital.']",1
"[""Parliamentary elections this week saw Kagame's Rwandan Patriotic Front cruise to victory but calm was disrupted by a pre-poll grenade attack in central Kigali."" '' ""Kigali - Two explosions rocked Kigali this weekend days before Monday's parliamentary elections. Both incidents occurred at Kicukiro Centre a popular market in Rwanda's capital. Last Friday as voters hurried home for the weekend the first blast killed one and injured fourteen others."" '' ""The next day there was a second explosion at the Kicukiro Centre. As a heavy shower early on Saturday afternoon drove shoppers and Boda Boda drivers for cover underneath an overhang in front of the market a muffled explosion cut through the din of the rain. At first locals and Boda Boda drivers joked that the sound was merely fireworks but through the rain's patter shrieks confirmed the worst."" '' 'As the deluge slowed to a drizzle a burnt smell wafted through the air and traders carried the wounded out of the market. After one youth was carried from the centre a woman emerged struggling to run in the muddy street screaming ""My son my son"". Think Africa Press saw one killed and at least three injured being carried from the scene following the blast. It was later confirmed that one person was killed and eight others were injured by the explosion.' '' ""Within minutes of the blast Rwandan security officers and soldiers dressed in camouflage sealed the approaches to the market. An army officer in small sunglasses and a neat green beret took charge of the scene. At one point he appeared to kick a handcuffed man in a lavender jacket to the ground in front of the market's main gate. Witnesses to the blast were not allowed to leave the area for over an hour."" '' 'Later in the day as the situation calmed police on hand explained to reporters that the second explosion was likely caused by an unexploded grenade used in the first attack. Saturday\'s high winds and rain somehow triggered the detonation of this grenade. Indeed eyewitnesses to Friday\'s attack had told the local media that the attacker had thrown ""something"" onto the roof.' '' '""It\'s a bit embarrassing for the police if they claim they didn\'t check the roof on Friday night for evidence"" stated Richard Julius a worker in the market. The blast tore a small hole in the roof of the market; a visible reminder of the carnage as stalls meekly reopened later that day. Rwandan Police announced the arrest of one suspect in addition to the three arrested following Friday\'s blast.' '' ""It wasn't me"" '' 'No political group has claimed immediate responsibility for either of the attacks. These latest bombings came after other grenade attacks struck Rwanda in March and July. Three people were killed and 40 injured in those assaults. This year Rwandan authorities sentenced 19 people to prison for terms between five years to a life sentence for their involvement in those incidents.' '' 'Although the Rwandan government has linked these attacks and a series of provocative border incidents in recent weeks with the Democratic Forces for the Liberation of Rwanda (FDLR) a rebel group based in the Democratic Republic of Congo (DRC) it remains unclear who actually orchestrated them.' '' 'Elsewhere a festive mood' '' 'The explosion on Saturday came on the final day of campaigning ahead of the parliamentary poll. Indeed many on hand at the scene of the explosion wore shirts declaring support for the RPF as well as the systemic opposition groups the Social Democratic Party and the smaller Liberal and PS-Imberakuri parties. Whilst these opposition parties staged rallies in major Rwandan cities including Kigali and Buye in many rural areas the RPF was the only party campaigning.' '' 'The explosions failed to disrupt the tame but festive mood in Kigali which saw political parties holding rallies passing out t-shirts and chartering buses to circle the city with microphones blaring out political slogans.' '' ""Typical of the mood was a campaign closing dinner held on Sunday night in the modest Eminence Hotel for the supporters of RPF's campaign in Kigali's Nyarugenge district. The singing of political anthems gave way to a round of traditional songs and a small barbeque dinner. The district's mayor and parliamentary candidates gave support for the RPF in which the district leading parliamentary candidate Berkana Eujin stressed the importance of elections for strengthening of democracy. While other speakers at the event also spoke on the importance of maintaining security within the country Musafiri Ley who also campaigned for the RPF in Kigali declined to speculate on whether he would seek constitutional changes that would allow him to seek another term as did other party leaders at the event."" '' 'Election day' '' ""Although the opposition parties' tallies were slightly higher in these polls than in the last set of parliamentary elections to many the elections were already a foregone conclusion when scores flocked to cast their vote on Monday. Many who are unhappy with the rule of the RPF and President Kagame choose to voice their concerns in ways other than the ballot box."" '' 'Nicholas Kato a resident of Kigali who has returned to Rwanda from Uganda where his parents fled in 1960 says he was displeased with the direction with which the country is headed. He says that ""Sure Kagame has brought us security but at what cost? His rule has been direct and overbearing. I don\'t like his style or policies."" Rather than vote for an opposition party however Kato has decided to abstain parliamentary elections.' '' 'Indeed voters who spoke to Think Africa Press prior to the blast and on election day itself listed the maintenance of security as their most pressing concern. Bera Uwamaria explained that ""the success of this country is based on our stability."" ""That is the reason the economy here is better than our neighbours in the DRC"" she says lifting her chin in the vague direction of Rwanda\'s border with the Democratic Republic of the Congo.' '' 'Although many are concerned with Kagame\'s record on human rights some are content with the perception that the regime is efficient and that there is a lack of corruption. ""Just a few years ago these streets were filthy; the government is really trying to improve the lives of the people"" explains Fred Ngiruwonsanga. These claims are also to some extent backed up international statistics. Rwanda was ranked 52nd out of 185 countries in the World Bank\'s ease of doing business index for 2013. The country was placed third-most competitive economy in Africa and the economy expanded by 8% last year.' '' ""Indeed the response to Saturday's bombing demonstrated the efficiency of the Rwandan state. As witnesses reported Saturday's blast on twitter government agencies tweeted back that help was on the way. Moments later as if on cue ambulances arrived at the scene.""]",1
['N/A'],1
"['KIGALI: Two hand grenade attacks in the Rwandan capital Kigali killed one person and wounded 28 others overnight a police spokesman said on national Radio Rwanda on Sunday.' '' 'The attacks are the latest in a wave of violence in the run up to presidential elections in August after similar attacks had hit Kigali on February 19 and March 4 with two dead and about 20 wounded.' '' '""Around 7:00 pm (on Saturday) a hand grenade exploded in the business district where 24 people were wounded and another person died"" spokesman Eric Kayiranga said.' '' '""At Nyabugogo (a Kigali district near the bus terminal) another hand grenade exploded wounding four people"" he added. Nyabugogo was also the scene of the February 19 attacks.' '' 'The latest violence occurred in the Nyabugogo neighborhood which was already hit by the first attack on February 19 that left one dead and several injured.' '' '""Everybody was busy selling or buying when we suddenly heard an explosion. With the recent explosions still in everyone’s memory everyone bolted straight away"" said peddler Meriam Nyarasafari.' '' 'The attacks targeted busy neighborhoods during rush hours as tensions mount ahead of presidential elections due August 9.' '' 'Incumbent President Paul Kagame is widely tipped to win the election after he was officially nominated by the ruling Rwandan Patriotic Front in a special party congress on Saturday.' '' 'The Rwandan government has accused two former high-ranking army officers general Faustin Kayumba Nyamwasa and Colonel Patrick Karegeya of masterminding the February and March attacks branding them ""acts of destabilization"".' '' 'Both have fled to South Africa.' 'In early March Rwandan authorities said a Rwandan government opponent Deo Mushayidi was also believed to be behind the hand grenade attacks and arrested in Burundi.' '' '""Police is doing their job and reassure the people: troublemakers will be unmasked and arrested police spokesman Kayiranga said on Sunday.' '']",1
['N/A'],1
['A terror suspect was shot dead in Rwanda after a three-hour shoot-out in an affluent suburb of the capital Kigali police say.' '' 'The man barricaded himself in the house and injured one police officer during the late-night battle.' '' 'Police say they have recently been investigating individuals suspected of links with foreign terror groups.' '' 'In January a Muslim cleric suspected of recruiting for so-called Islamic State was shot dead in Kigali.' '' 'Police identified the suspect killed on Wednesday night as Channy Mbonigaba from the western district of Rubavu.'],1
['A grenade explosion killed one person and wounded eight others yesterday in Kimironko suburb of Kigali according to Police.' '' 'The grenade was tossed between the market entrance and the taxi park according to eye witnesses.' '' 'Police Spokesperson Supt. Theos Badege said the incident occurred at 6.40 pm local time. Two people have so far been arrested in connection with the incident.' '' 'The injured were taken to Kibagabaga Hospital. Urging the public to remain calm Police assured the public of security adding that all suspects would be arrested.' '' 'Kimironko is one of the busiest areas of Kigali.'],1
['N/A'],1
"[""Twenty one people have been injured in a grenade blast in Rwanda's south-western town of Kamembe police say."" '' 'It exploded in a business area of the town in the early hours of Tuesday evening.' '' 'No-one has been arrested in connection with the attack near the border with the Democratic Republic of Congo.' '' 'Police have blamed many previous attacks on rebels from the Hutu ethnic group involved in the 1994 genocide that killed about 800000 people.' '' ""The BBC's Geoffrey Mutagoma in capital Kigali says there have been about seven blasts in Rwanda since last year."" '' 'Most of them have taken place in Kigali.' '' 'More than 30 people are on trial for the explosions blamed on the FDLR rebel group based in DR Congo.' '' ""'Targeting opposition'"" 'The government says it is waging an organised campaign to destabilise Rwanda and has vowed to pursue its commanders.' '' 'But it is too early to link the latest attack with previous ones our reporter says.' '' 'Human rights campaigners say the Rwandan government led by President Paul Kagame has failed to pursue genuine reconciliation since the end of the genocide and has targeted the opposition.' '' ""A team of Commonwealth observers in Rwanda said there had been no real competition in last year's presidential election after some candidates were barred from standing."" '' 'In January four former top officials who had fallen out with Mr Kagame and gone into exile were sentenced in absentia to long jail terms for threatening state security and promoting ethnic divisions.']",1
['N/A'],1
['GATSIBO - Two infants were on Monday killed and one injured when a grenade they were toying with went off in Muhura sector Gatsibo district.' '' 'The police only identified the deceased as Kirenga and Kirezi both residents of Taba cell Muhura sector in Gatsibo district.' '' 'The district officials also refuted radio reports that a grenade was thrown at the children by a Genocide suspect.' '“The children were not killed by a suspected genocidiaire. We received a medical post mortem showing that these children were killed by an explosion”.' '' 'Medical personal found the grenade ring in the hands of one of the deceased children’ Anselme Majoro Rurangwa Gatsibo District Mayor said in an interview with The New Times.' '' 'The Executive Secretary of Muhura Sector Emmanuel Bagire also confirmed the mayor’s assessment saying that “One of their relatives confirmed at the vigil that he saw the children with it (Grenade) on the fateful Monday”' 'Bagire added that the child who survived was rushed to Kigali Central Hospital (CHUK).' '' 'Eric Muhayemungu a 12-year-old child who was said to have interacted with the deceased said that he saw his colleagues with the grenade.' '' '‘I saw them bringing something like a ball. They first passed it to me but later I went home to eat. I later heard my parents shouting that my friends have been killed by the grenade’ he said.      '],1
['At least two people died and 18 were injured when a grenade exploded last evening in Marembo Village Nyabisindu Cell in Remera Gasabo District.' '' 'The explosion happened at about 6:40 p.m.' '' 'The injured were immediately rushed to various hospitals in Kigali including Kibagabaga Kanombe Military Hospital Kacyiru Police Hospital and the University Teaching Hospital of Kigali (CHUK).' '' 'Police Spokesperson Supt Theos Badege said that more details will emerge as investigations continue.' '' '“We have sealed off the area and are carrying out investigations to know if it was thrown by someone or if it had been planted earlier on. It is just a matter of time before we know the exact circumstances” Badege said.' '' 'In 2010 a series of grenade attacks hit the country. As many as 30 people were arrested in connection with the terror activities with some of them pleading guilty to terrorism related charges.'],1
['KIGALI - One of the seven people injured in the Wednesday grenade explosion at a busy bus and taxi terminal in downtown Kigali commonly known as kwa Rubangura died yesterday.' '' 'In an interview with The New Times the Director General of Kigali Central Teaching Hospital (CHUK) Dr. Theobald Hategekimana only one unidentified man died and not six as it had been reported by some sections in the media.' '“We lost one person out of the 7 who were injured. He was a man. He died from injuries sustained on the head. The other six are recovering steadily” Hategekimana said on the phone.' '' 'He added that about 21 people had been brought to hospital but only the seven had sustained injuries while the others had just been traumatised by the explosion.' '' '“At the hospital we have 11 people but only 7 including the one who died were the ones injured by the grenade. The other four people are cases of trauma still undergoing counselling. The rumours about the deaths are wrong” Dr. Hategekimana said.' '' 'According to eye witnesses when the explosion went off just after 6 pm during rush hour people took cover while others panicked into a stampede.' '' 'The wounded were later rushed to CHUK for treatment.' 'When The New Times visited the scene on Wednesday evening Police had cordoned off the scene of the blast and blood stains were still visible on the tarmac. A motorbike suspected to have been carrying the assailants was lying on the ground.' '' 'The government has pledged to give free medical care to the wounded.' '' 'Police Spokesperson Eric Kayiranga said yesterday that the police has heightened security around the city and assured Rwandans of safety.' '' '“There are no other security concerns in Kigali or around the country – the police remain vigilant andcwill maintain security for all Rwandans” Kayiranga said adding that they would not rest until those who carried out the barbaric act are apprehended.' '' 'Three people have already been arrested in connection with the attack.'],1
['N/A'],1
['Two people have so far been arrested in connection with last evening’s grenade explosion near a taxi park in the Kigali suburb of Kimironko Police have said.' '' 'The explosion killed one person and injured eight others.' '' 'The injured were taken to Kibagabaga Hospital in Gasabo District.'],1
['RUSIZI-A grenade explosion last evening hit Rusizi town leaving 21 people injured.' '' 'The victims are hospitalised in Gihundwe Hospital. ' '' 'The explosion occured at around 7 p.m. on a parking yard used by motorcycle taxi operators in front of Kamembe market.' '' 'No arrests have been made.' '' 'Police spokesman Superintendent Theos Badege called upon Kamembe residents to stay calm as investigations continue.' '' '“The situation is under control. Our security personnel are at work. Gihundwe hospital is seeing to it that the blast victims are given due treatment” Badege said.'],1
['N/A'],1
['N/A'],1
['N/A'],1
['N/A'],1
"['Scores of people died after heavy rain caused flooding and landslides destroying homes in northern Rwanda. Authorities expect the death toll to rise.' '' 'At least 65 people in Rwanda died in floods and landslides caused by torrential overnight rains reported its Emergency Management Ministry on Thursday.' '' ""The Gakenke district in the country's Northern Province was the hardest-hit area with 22 deaths the ministry tweeted."" '' 'At least 91 homes as well as many bridges and roads were destroyed.' '' 'The East African nation is currently in its rainy season. In recent weeks the country has experienced major downpours that have caused landslides and led to the deaths of more than 100 people.' '' 'Climate change is thought to be impacting the country with the UN saying its weather is becoming ""more and more unpredictable."" In the past the Rwandan government has urged people to move to less disaster-prone areas.' '' 'Death toll expected to rise' '' 'Rains began on Wednesday evening and continued into Thursday. Search operations were underway to rescue those buried in their homes or by mudslides according to a statement released by the Emergency Management Ministry.' '' ""Nyabihu District in Rwanda's Western Province reported the next-highest death toll from the rainfall after Gakenke with a total of 18 deaths."" '' '""We expect the death toll to rise because we are still searching for people"" said Deogratius Nzamwita the mayor of Gakenke district.' '' 'The government was assessing the damage in order to help the victims and repair infrastructure. It urged people to leave ""risk areas"" as meteorologists in Rwanda predict that the heavier-than-usual rains will continue.' '' 'Read more: Rwanda: Green village helps farmers adapt to flooding' '' 'Caused by climate change?' '' ""The country's former-Environment Minister Vincent Biruta warned at the country's Third National Urban Forum in 2019 that climate change would increase the occurrence of natural disasters including floods and landslides."" '' 'Rwanda is not the only country in the region badly affected by seasonal rains. In neighboring Kenya floods and landslides have killed nearly 200 people and displaced 100000 its government said on Wednesday.' '' 'The torrential rain adds is additional hardship for Rwanda as it battles the novel coronavirus pandemic.']",1
['N/A'],1
"['Landslides in Rwanda have killed at least 18 people over the weekend bringing the death toll this year to 200.' '' 'Residents have been digging to search for those buried after heavy downpours.' '' '""The four months have been far worse than other years. This is terrifying"" Philippe Habinshuti from the disaster management ministry told the Reuters.' '' 'Known as ""the land of a thousand hills"" Rwanda is one of Africa\'s most densely populated countries.' '' 'More about Rwanda' 'Fifteen people were killed on Sunday following heavy rains in the western region Mr Habinshuti.' '' 'A local official in the capital Kigali told the BBC that three people had also died in a mudslide in the city.' '' ""'Forcefully moved'"" 'Last week Interior Minister Francis Kaboneka said that residents in areas which the government had identified as ""high risk"" had been asked to leave.' '' ""People would be forcefully moved if they defied the government's directive he added."" '' 'Heavy rains have also caused flooding elsewhere in the region including Kenya Somalia and Uganda.']",1
['N/A'],1
['N/A'],1
"[""KIGALI Feb. 4 (Xinhua) -- The death toll in Rwanda's weekend landslides and floods triggered by heavy rainfall has climbed to 19 from 13 reported earlier authorities said Tuesday."" '' ""A disaster update report from the Ministry of Emergency Management showed that the disasters mainly hit Kigali's districts of Gasabo Kicukiro and Gatsibo in eastern Rwanda."" '' 'A total of 19 people died while eight others were injured after their houses collapsed on them the report showed.' '' 'The report also showed that several infrastructures were destroyed including 98 houses which left dozens homeless three roads two bridges and one water supply system.' '' 'Also destroyed were 21 hectares of crops.' '' 'In one of the incidents a landslide destroyed a house in Kanombe sector Kicukiro district killing three family members a mother and two children while in another incident a family of seven perished according to the report.' '' ""At least 70 people were killed while 177 were injured by natural disasters triggered by heavy rains across Rwanda between January and September last year according to data released by Rwanda's Ministry of Emergency Management.""]",1
['N/A'],1
['N/A'],1
['Landslides caused by heavy rains killed at least 18 people in Rwanda’s Northern and Western province over the weekend pushing the death toll since January to more than 200 a government official said.' '' 'The heavy rains on Sunday night killed 15 people in Western and Northern provinces Philippe Habinshuti director of response and recovery unit at the Ministry of Disaster Management and Refugee Affairs said in a statement.' '' '' '“The four months have been far worse than last year and other years. This is terrifying” Habinshuti told Reuters.' '' 'Three people died earlier on Sunday in Rubavu district the ministry said.' '' 'On Monday people dug through mud to searching for missing people in the western province where three people were missing and six injured.'],1
[],1
['N/A'],1
['N/A'],1
['It has been established that the Friday evening strong earthquake severely destroyed more than 22 houses killed one child due to collapsing house and injured more than 20 people in Rusizi district western province.' '' 'The ground shaking scenario happened at around 6:00pm and the injured were immediately rushed to Gihundwe hospital. The incident left a 4 year old child Fabrice ishimwe dead. This has been confirmed by Dr. Placide Nshizirungu the director of the hospital.'],1
['At least 49 people have been killed in landslides caused by floods in Rwanda local authorities said.' '' 'The rains which hit Gakenke district in the country’s northern province also destroyed about 300 homes.' '' 'Statistics show that of the 48000 residents living in identified high risk zones only 42000 were relocated with the remaining 6000 expected to be relocated this year.' '' 'Some of the remaining 6000 Rwandans living in the disaster-prone areas have not been given any practical options despite being in the line of danger.' '' 'The landslides buried houses while trees were uprooted and plantations destroyed.' '' 'The landslides blocked the Kigali highway and vehicles heading to the northern and western parts of the country were diverted through another route.' '' 'The affected district is prone to landslides which blocked the same road for days in 2013.' '' 'The hilly densely populated country is frequently hit by landslides and the government has been moving people out of the most at-risk areas in a bid to limit the casualties.'],1
['N/A'],1
['N/A'],1
['N/A'],1
['At least 18 people have been killed in landslides caused by heavy rains in Rwanda‘s Northern and Western provinces the government said.' '' 'Heavy downpour on Sunday night killed 15 people in the two provinces while three others were swept away early Sunday in Rubavu district in the Western province the country’s Ministry of Disaster Management and Refugee Affairs (MIDIMAR) said in a statement on Monday.' '' 'In Karongi district officials said several residents were missing following mudslides.' '' 'The mountainous East African country has been receiving heavy rainfalls since January. More than 200 people have killed and 200 others injured in floods since the start of the year.' '' 'Nearly 10000 homes 58 roads and seven churches were also destroyed the ministry said. ' '' 'Mudslides are common in the rainy season in Rwanda and other East African countries.'],1
['At least 16 people were killed and dozens injured when lightning struck a Seventh-Day Adventist church in Rwanda on Saturday.' '' 'Most of the victims died instantly when lightning hit the church in the southern district of Nyaruguru local mayor Habitegeko Francois told a reporter.' '' 'Two people died from their injuries and 140 people were rushed to hospital and health centres.' '' 'Lightning also killed a student in the area on Friday the mayor said.' '' 'The weather accident in the mountainous region near the border with Burundi took place around midday on Saturday while parishioners of the town of Gihemvu were at a church service.' '' '“Doctors say that only three (more churchgoers) are in critical condition but they are getting better” Habitegeko Francois told reporters on Sunday.' '' 'He said that in Friday’s incident lightning struck a group of 18 students in the area killing one.' '' 'Three of the students remain in hospital while the rest have been able to return home reports say.' '' 'The deadly church incident comes less than two weeks after the closure of more than 700 Rwandan churches for failing to comply with building regulations and for noise pollution.' '' 'Local news portal Panor Actu reported that a number of the closed churches did not have required lightning rods – devices intended to protect a structure from a lightning strike.'],1
['In Rwanda at least 65 people were killed in flooding and landslides after overnight heavy rains. Nearly 100 homes were washed away.' '' 'The Ministry of emergency management said the East African nation has seen dozens of deaths caused by torrential rains in recent weeks but this downpour was the worst in months.' '' '' 'The flooding and mudslides swept away bridges and left some roads inaccessible. '],1
